index,statement,sample_id,openai/gpt-5.4
550,stay with his son,7,0
550,stay with his son,10,0
551,even in my bmw series which is fairly quiet i have trouble hearing what the other person is saying,8,1
550,stay with his son,5,0
550,stay with his son,2,0
547,this place a couple years ago and was not impressed,0,1
552,direction and editing is astonishingly ham fisted,2,1
552,direction and editing is astonishingly ham fisted,1,1
550,stay with his son,4,0
551,even in my bmw series which is fairly quiet i have trouble hearing what the other person is saying,3,1
552,direction and editing is astonishingly ham fisted,9,1
551,even in my bmw series which is fairly quiet i have trouble hearing what the other person is saying,9,1
552,direction and editing is astonishingly ham fisted,6,1
552,direction and editing is astonishingly ham fisted,4,1
551,even in my bmw series which is fairly quiet i have trouble hearing what the other person is saying,6,1
551,even in my bmw series which is fairly quiet i have trouble hearing what the other person is saying,10,1
551,even in my bmw series which is fairly quiet i have trouble hearing what the other person is saying,5,1
552,direction and editing is astonishingly ham fisted,8,1
552,direction and editing is astonishingly ham fisted,3,1
552,direction and editing is astonishingly ham fisted,0,1
552,direction and editing is astonishingly ham fisted,5,1
552,direction and editing is astonishingly ham fisted,10,1
553,stable,6,0
553,stable,4,0
553,stable,1,0
553,stable,3,0
552,direction and editing is astonishingly ham fisted,7,1
553,stable,7,0
553,stable,5,0
553,stable,2,0
553,stable,10,0
553,stable,9,0
553,stable,0,0
553,stable,8,0
554,four kids get themselves into is absolutely hilarious to watch,1,1
554,four kids get themselves into is absolutely hilarious to watch,2,1
555,phone is reasonably good,9,1
554,four kids get themselves into is absolutely hilarious to watch,7,1
554,four kids get themselves into is absolutely hilarious to watch,3,1
554,four kids get themselves into is absolutely hilarious to watch,8,1
554,four kids get themselves into is absolutely hilarious to watch,9,1
556,salsa were really good the salsa was very fresh,0,1
554,four kids get themselves into is absolutely hilarious to watch,5,1
555,phone is reasonably good,5,1
556,salsa were really good the salsa was very fresh,5,1
555,phone is reasonably good,0,1
554,four kids get themselves into is absolutely hilarious to watch,6,1
555,phone is reasonably good,1,1
556,salsa were really good the salsa was very fresh,7,1
555,phone is reasonably good,6,1
554,four kids get themselves into is absolutely hilarious to watch,10,1
556,salsa were really good the salsa was very fresh,10,1
555,phone is reasonably good,2,1
554,four kids get themselves into is absolutely hilarious to watch,0,1
556,salsa were really good the salsa was very fresh,1,1
556,salsa were really good the salsa was very fresh,9,1
557,when its so terrible,4,0
556,salsa were really good the salsa was very fresh,6,1
556,salsa were really good the salsa was very fresh,8,1
556,salsa were really good the salsa was very fresh,4,1
557,when its so terrible,1,0
555,phone is reasonably good,10,1
556,salsa were really good the salsa was very fresh,3,1
555,phone is reasonably good,4,1
555,phone is reasonably good,3,1
557,when its so terrible,5,0
557,when its so terrible,3,0
557,when its so terrible,7,0
556,salsa were really good the salsa was very fresh,2,1
557,when its so terrible,8,0
555,phone is reasonably good,8,1
558,a lilt in my entire life,1,0
557,when its so terrible,9,0
557,when its so terrible,10,0
557,when its so terrible,2,0
557,when its so terrible,6,0
558,a lilt in my entire life,0,0
554,four kids get themselves into is absolutely hilarious to watch,4,1
558,a lilt in my entire life,4,0
558,a lilt in my entire life,2,0
558,a lilt in my entire life,3,0
555,phone is reasonably good,7,1
558,a lilt in my entire life,7,0
557,when its so terrible,0,0
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,0,1
558,a lilt in my entire life,9,0
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,1,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,2,1
558,a lilt in my entire life,8,0
560,genre will be back,2,0
560,genre will be back,6,0
561,movie was a huge disappointment,9,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,9,1
560,genre will be back,5,0
561,movie was a huge disappointment,3,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,6,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,8,1
561,movie was a huge disappointment,0,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,3,1
560,genre will be back,3,0
560,genre will be back,9,0
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,5,1
561,movie was a huge disappointment,2,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,7,1
561,movie was a huge disappointment,1,1
560,genre will be back,7,0
560,genre will be back,0,0
560,genre will be back,4,0
558,a lilt in my entire life,10,0
560,genre will be back,10,0
562,they burned the saganaki,1,1
560,genre will be back,1,0
562,they burned the saganaki,5,1
561,movie was a huge disappointment,4,1
558,a lilt in my entire life,5,0
562,they burned the saganaki,6,1
561,movie was a huge disappointment,6,1
562,they burned the saganaki,2,1
562,they burned the saganaki,4,1
562,they burned the saganaki,0,1
561,movie was a huge disappointment,5,1
561,movie was a huge disappointment,7,1
562,they burned the saganaki,10,1
562,they burned the saganaki,9,1
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,10,1
563,visit,0,0
559,customize your order any way youd like my usual is eggplant with green bean stir fry love it,4,1
562,they burned the saganaki,8,1
558,a lilt in my entire life,6,0
560,genre will be back,8,0
563,visit,4,0
563,visit,3,0
563,visit,1,0
563,visit,6,0
562,they burned the saganaki,7,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,6,1
563,visit,7,0
563,visit,10,0
561,movie was a huge disappointment,8,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,10,1
563,visit,5,0
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,8,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,4,1
562,they burned the saganaki,3,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,0,1
565,lets look at the major flaw in the film they destroy latifas character,4,1
563,visit,8,0
565,lets look at the major flaw in the film they destroy latifas character,5,1
565,lets look at the major flaw in the film they destroy latifas character,2,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,2,1
565,lets look at the major flaw in the film they destroy latifas character,1,1
565,lets look at the major flaw in the film they destroy latifas character,7,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,5,1
566,took over and great network coverage in,0,0
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,7,1
565,lets look at the major flaw in the film they destroy latifas character,8,1
565,lets look at the major flaw in the film they destroy latifas character,0,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,3,1
565,lets look at the major flaw in the film they destroy latifas character,6,1
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,1,1
565,lets look at the major flaw in the film they destroy latifas character,10,1
565,lets look at the major flaw in the film they destroy latifas character,9,1
563,visit,9,0
564,opens the battery connection is broken and the device is unacceptableunless you are in a really quiet area you almost hear nothing,9,1
566,took over and great network coverage in,8,0
566,took over and great network coverage in,9,0
566,took over and great network coverage in,3,0
566,took over and great network coverage in,6,0
566,took over and great network coverage in,1,0
566,took over and great network coverage in,7,0
563,visit,2,0
566,took over and great network coverage in,5,0
565,lets look at the major flaw in the film they destroy latifas character,3,1
566,took over and great network coverage in,4,0
567,dit not match picture,1,1
567,dit not match picture,0,1
567,dit not match picture,5,1
567,dit not match picture,2,1
566,took over and great network coverage in,2,0
567,dit not match picture,4,1
561,movie was a huge disappointment,10,1
567,dit not match picture,3,1
568,is not tip lady at first visit,5,0
567,dit not match picture,9,1
568,is not tip lady at first visit,2,0
568,is not tip lady at first visit,8,0
567,dit not match picture,8,1
567,dit not match picture,7,1
569,the mic,8,0
569,the mic,1,0
568,is not tip lady at first visit,6,0
568,is not tip lady at first visit,0,0
568,is not tip lady at first visit,1,0
567,dit not match picture,6,1
567,dit not match picture,10,1
569,the mic,10,0
568,is not tip lady at first visit,7,0
571,and break easily,2,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,6,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,5,0
569,the mic,2,0
569,the mic,6,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,8,0
569,the mic,0,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,3,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,1,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,7,0
569,the mic,7,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,2,0
568,is not tip lady at first visit,10,0
569,the mic,5,0
571,and break easily,1,0
571,and break easily,5,0
571,and break easily,4,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,9,0
571,and break easily,0,0
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,10,0
568,is not tip lady at first visit,9,0
571,and break easily,6,0
569,the mic,9,0
571,and break easily,3,0
566,took over and great network coverage in,10,0
571,and break easily,8,0
571,and break easily,7,0
571,and break easily,10,0
569,the mic,3,0
572,i love this is essentially you have ever gone,0,0
568,is not tip lady at first visit,3,0
572,i love this is essentially you have ever gone,7,0
572,i love this is essentially you have ever gone,6,0
573,is real good,2,1
573,is real good,9,1
574,bullock movie since speed but not scared at all to recommend,7,1
573,is real good,3,1
572,i love this is essentially you have ever gone,8,0
572,i love this is essentially you have ever gone,10,0
572,i love this is essentially you have ever gone,4,0
572,i love this is essentially you have ever gone,5,0
573,is real good,5,1
573,is real good,1,1
574,bullock movie since speed but not scared at all to recommend,5,1
573,is real good,0,1
572,i love this is essentially you have ever gone,1,0
574,bullock movie since speed but not scared at all to recommend,0,1
572,i love this is essentially you have ever gone,2,0
574,bullock movie since speed but not scared at all to recommend,6,1
573,is real good,6,1
574,bullock movie since speed but not scared at all to recommend,9,1
573,is real good,4,1
573,is real good,10,1
575,it was way to expensive,5,1
568,is not tip lady at first visit,4,0
574,bullock movie since speed but not scared at all to recommend,8,1
575,it was way to expensive,1,1
573,is real good,8,1
574,bullock movie since speed but not scared at all to recommend,3,1
575,it was way to expensive,4,1
574,bullock movie since speed but not scared at all to recommend,10,1
574,bullock movie since speed but not scared at all to recommend,2,1
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,4,0
573,is real good,7,1
575,it was way to expensive,2,1
575,it was way to expensive,3,1
575,it was way to expensive,9,1
570,its so sorry i felt when my purchase ive stepped foot into that minutes to go wrong,0,0
575,it was way to expensive,6,1
575,it was way to expensive,7,1
572,i love this is essentially you have ever gone,9,0
575,it was way to expensive,10,1
576,cold not enough flavor or just bad,0,1
571,and break easily,9,0
576,cold not enough flavor or just bad,1,1
572,i love this is essentially you have ever gone,3,0
576,cold not enough flavor or just bad,3,1
575,it was way to expensive,8,1
576,cold not enough flavor or just bad,7,1
576,cold not enough flavor or just bad,2,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,7,0
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,6,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,10,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,8,0
578,perfectly between overacting and underacting,1,1
576,cold not enough flavor or just bad,8,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,5,1
576,cold not enough flavor or just bad,10,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,1,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,2,0
578,perfectly between overacting and underacting,10,1
578,perfectly between overacting and underacting,2,1
578,perfectly between overacting and underacting,4,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,0,0
576,cold not enough flavor or just bad,9,1
576,cold not enough flavor or just bad,4,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,3,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,4,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,5,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,4,1
576,cold not enough flavor or just bad,6,1
578,perfectly between overacting and underacting,5,1
577,my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,9,0
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,3,1
578,perfectly between overacting and underacting,9,1
576,cold not enough flavor or just bad,5,1
574,bullock movie since speed but not scared at all to recommend,4,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,7,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,6,1
578,perfectly between overacting and underacting,8,1
578,perfectly between overacting and underacting,3,1
578,perfectly between overacting and underacting,6,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,2,1
574,bullock movie since speed but not scared at all to recommend,1,1
578,perfectly between overacting and underacting,7,1
569,the mic,4,0
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,8,1
580,expected but it does not match picture,0,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,10,1
580,expected but it does not match picture,1,1
580,expected but it does not match picture,2,1
580,expected but it does not match picture,4,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,9,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,1,1
580,expected but it does not match picture,5,1
578,perfectly between overacting and underacting,0,1
581,white corn beateous,7,0
581,white corn beateous,3,0
581,white corn beateous,5,0
581,white corn beateous,4,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,1,1
581,white corn beateous,6,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,2,1
580,expected but it does not match picture,10,1
581,white corn beateous,1,0
581,white corn beateous,2,0
581,white corn beateous,0,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,7,1
584,case too small and is very difficult to install,2,1
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,4,1
583,talk,7,0
580,expected but it does not match picture,9,1
584,case too small and is very difficult to install,1,1
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,10,1
583,talk,4,0
583,talk,0,0
580,expected but it does not match picture,8,1
583,talk,6,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,3,1
581,white corn beateous,8,0
583,talk,9,0
583,talk,2,0
583,talk,1,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,5,1
583,talk,5,0
583,talk,3,0
584,case too small and is very difficult to install,0,1
583,talk,8,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,6,1
583,talk,10,0
584,case too small and is very difficult to install,4,1
579,nobody identifies with these characters because theyre all cardboard cutouts and buttons are placed perfectly,0,1
584,case too small and is very difficult to install,6,1
584,case too small and is very difficult to install,5,1
581,white corn beateous,10,0
580,expected but it does not match picture,3,1
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,9,1
584,case too small and is very difficult to install,9,1
585,to deal with and they dont always honor pizza hut coupons,8,1
585,to deal with and they dont always honor pizza hut coupons,9,1
585,to deal with and they dont always honor pizza hut coupons,2,1
581,white corn beateous,9,0
586,show,8,0
585,to deal with and they dont always honor pizza hut coupons,10,1
585,to deal with and they dont always honor pizza hut coupons,5,0
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,8,1
586,show,1,0
587,my score is mostly for the plot,0,1
586,show,4,0
585,to deal with and they dont always honor pizza hut coupons,4,1
586,show,6,0
586,show,5,0
586,show,10,0
585,to deal with and they dont always honor pizza hut coupons,6,1
582,hopeless overacting by everyone who gets shot top off a real waste of space and time,0,1
585,to deal with and they dont always honor pizza hut coupons,7,1
586,show,7,0
585,to deal with and they dont always honor pizza hut coupons,1,1
584,case too small and is very difficult to install,10,1
587,my score is mostly for the plot,1,1
586,show,9,0
586,show,0,0
580,expected but it does not match picture,7,1
587,my score is mostly for the plot,10,1
587,my score is mostly for the plot,5,0
586,show,3,0
587,my score is mostly for the plot,2,0
587,my score is mostly for the plot,9,0
587,my score is mostly for the plot,8,0
587,my score is mostly for the plot,6,0
588,to have much rather eat here for what,0,0
588,to have much rather eat here for what,1,0
587,my score is mostly for the plot,3,0
588,to have much rather eat here for what,3,0
588,to have much rather eat here for what,4,0
584,case too small and is very difficult to install,8,1
587,my score is mostly for the plot,4,1
584,case too small and is very difficult to install,3,1
584,case too small and is very difficult to install,7,1
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,7,0
580,expected but it does not match picture,6,1
588,to have much rather eat here for what,7,0
588,to have much rather eat here for what,6,0
585,to deal with and they dont always honor pizza hut coupons,3,1
588,to have much rather eat here for what,9,0
588,to have much rather eat here for what,5,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,8,0
588,to have much rather eat here for what,10,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,5,0
589,the specs alone makes you say wow,9,1
589,the specs alone makes you say wow,3,0
589,the specs alone makes you say wow,10,1
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,10,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,9,0
591,ie,8,0
591,ie,9,0
591,ie,7,0
592,i have been here several times in the past and certainly doesnt work here,1,0
592,i have been here several times in the past and certainly doesnt work here,3,0
592,i have been here several times in the past and certainly doesnt work here,0,0
591,ie,1,0
591,ie,4,0
591,ie,10,0
587,my score is mostly for the plot,7,0
591,ie,0,0
591,ie,2,0
592,i have been here several times in the past and certainly doesnt work here,4,0
592,i have been here several times in the past and certainly doesnt work here,5,0
588,to have much rather eat here for what,2,0
589,the specs alone makes you say wow,7,1
593,low rent michael ironside,1,0
591,ie,5,0
589,the specs alone makes you say wow,0,0
593,low rent michael ironside,5,0
589,the specs alone makes you say wow,6,0
592,i have been here several times in the past and certainly doesnt work here,6,0
593,low rent michael ironside,3,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,1,0
589,the specs alone makes you say wow,1,0
592,i have been here several times in the past and certainly doesnt work here,8,0
592,i have been here several times in the past and certainly doesnt work here,7,0
586,show,2,0
593,low rent michael ironside,0,0
592,i have been here several times in the past and certainly doesnt work here,10,0
588,to have much rather eat here for what,8,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,6,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,2,0
589,the specs alone makes you say wow,8,0
589,the specs alone makes you say wow,2,0
585,to deal with and they dont always honor pizza hut coupons,0,1
593,low rent michael ironside,10,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,3,0
593,low rent michael ironside,4,0
589,the specs alone makes you say wow,4,1
589,the specs alone makes you say wow,5,0
593,low rent michael ironside,8,0
591,ie,3,0
594,disappointed although some blame needs to be placed at her door,3,0
594,disappointed although some blame needs to be placed at her door,5,0
594,disappointed although some blame needs to be placed at her door,7,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,4,0
594,disappointed although some blame needs to be placed at her door,9,0
594,disappointed although some blame needs to be placed at her door,4,0
594,disappointed although some blame needs to be placed at her door,10,0
595,have only had it for a few minutes just to get some relief,0,0
594,disappointed although some blame needs to be placed at her door,8,0
593,low rent michael ironside,6,0
595,have only had it for a few minutes just to get some relief,5,0
595,have only had it for a few minutes just to get some relief,10,0
595,have only had it for a few minutes just to get some relief,3,1
596,really want to make your experience a good one,6,0
595,have only had it for a few minutes just to get some relief,7,0
595,have only had it for a few minutes just to get some relief,4,0
593,low rent michael ironside,7,0
592,i have been here several times in the past and certainly doesnt work here,9,0
596,really want to make your experience a good one,4,0
596,really want to make your experience a good one,1,0
597,suddenly died in a couple years,0,0
595,have only had it for a few minutes just to get some relief,6,0
597,suddenly died in a couple years,6,0
596,really want to make your experience a good one,7,0
595,have only had it for a few minutes just to get some relief,9,1
596,really want to make your experience a good one,0,0
595,have only had it for a few minutes just to get some relief,8,0
596,really want to make your experience a good one,10,0
597,suddenly died in a couple years,5,0
596,really want to make your experience a good one,3,0
591,ie,6,0
596,really want to make your experience a good one,5,0
596,really want to make your experience a good one,9,0
595,have only had it for a few minutes just to get some relief,2,1
593,low rent michael ironside,2,0
597,suddenly died in a couple years,3,0
592,i have been here several times in the past and certainly doesnt work here,2,0
597,suddenly died in a couple years,4,0
596,really want to make your experience a good one,2,0
597,suddenly died in a couple years,1,0
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,0,0
595,have only had it for a few minutes just to get some relief,1,0
597,suddenly died in a couple years,8,0
597,suddenly died in a couple years,10,0
593,low rent michael ironside,9,0
594,disappointed although some blame needs to be placed at her door,1,0
594,disappointed although some blame needs to be placed at her door,2,0
597,suddenly died in a couple years,7,0
597,suddenly died in a couple years,2,0
597,suddenly died in a couple years,9,0
590,hybrid palmtopcameracellphone and dance scene after i use some pretty large rowdy table and disliked it,0,0
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,3,0
575,it was way to expensive,0,1
594,disappointed although some blame needs to be placed at her door,6,0
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,5,1
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,6,0
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,7,0
600,on flavor,4,0
599,volume and of art,6,0
599,volume and of art,2,0
601,dont like a brilliant,1,0
600,on flavor,1,0
594,disappointed although some blame needs to be placed at her door,0,0
599,volume and of art,0,0
599,volume and of art,4,0
600,on flavor,7,0
600,on flavor,9,0
600,on flavor,3,0
601,dont like a brilliant,2,0
600,on flavor,10,0
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,4,0
602,grilled pizza reminded me of legit italian pizza,2,1
599,volume and of art,7,0
601,dont like a brilliant,5,0
602,grilled pizza reminded me of legit italian pizza,5,1
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,2,0
601,dont like a brilliant,8,1
602,grilled pizza reminded me of legit italian pizza,1,1
601,dont like a brilliant,3,0
601,dont like a brilliant,9,0
602,grilled pizza reminded me of legit italian pizza,4,1
602,grilled pizza reminded me of legit italian pizza,7,1
602,grilled pizza reminded me of legit italian pizza,6,1
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,1,0
602,grilled pizza reminded me of legit italian pizza,10,1
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,8,1
603,am giving it such a bad review,9,1
602,grilled pizza reminded me of legit italian pizza,9,1
599,volume and of art,9,0
603,am giving it such a bad review,5,1
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,10,0
600,on flavor,2,0
599,volume and of art,1,0
604,prays previous film hype,9,0
604,prays previous film hype,0,0
604,prays previous film hype,6,0
599,volume and of art,3,0
601,dont like a brilliant,6,0
600,on flavor,8,0
604,prays previous film hype,1,0
604,prays previous film hype,4,0
600,on flavor,0,0
599,volume and of art,10,0
604,prays previous film hype,8,0
602,grilled pizza reminded me of legit italian pizza,0,1
601,dont like a brilliant,4,0
603,am giving it such a bad review,1,1
600,on flavor,6,0
605,cooked just right,1,1
604,prays previous film hype,7,0
599,volume and of art,5,0
604,prays previous film hype,5,0
601,dont like a brilliant,10,0
596,really want to make your experience a good one,8,0
603,am giving it such a bad review,8,1
605,cooked just right,2,1
601,dont like a brilliant,0,0
605,cooked just right,4,1
605,cooked just right,5,1
602,grilled pizza reminded me of legit italian pizza,8,1
605,cooked just right,3,1
605,cooked just right,10,1
603,am giving it such a bad review,6,1
603,am giving it such a bad review,10,1
600,on flavor,5,0
605,cooked just right,6,1
606,great the bumpers with the lights is very appealing,0,1
604,prays previous film hype,10,0
606,great the bumpers with the lights is very appealing,7,1
603,am giving it such a bad review,2,1
606,great the bumpers with the lights is very appealing,1,1
603,am giving it such a bad review,3,1
607,an iriver spinn with the only possible,1,0
606,great the bumpers with the lights is very appealing,5,1
607,an iriver spinn with the only possible,9,0
607,an iriver spinn with the only possible,6,0
605,cooked just right,7,1
607,an iriver spinn with the only possible,8,0
603,am giving it such a bad review,4,1
607,an iriver spinn with the only possible,0,0
607,an iriver spinn with the only possible,10,0
607,an iriver spinn with the only possible,5,0
606,great the bumpers with the lights is very appealing,8,1
606,great the bumpers with the lights is very appealing,9,1
606,great the bumpers with the lights is very appealing,10,1
607,an iriver spinn with the only possible,7,0
598,overall i went on reccomendation from his voiceovers were really worth viewing and the ambience is torture,9,1
607,an iriver spinn with the only possible,4,0
599,volume and of art,8,0
607,an iriver spinn with the only possible,2,0
606,great the bumpers with the lights is very appealing,2,1
606,great the bumpers with the lights is very appealing,4,1
607,an iriver spinn with the only possible,3,0
606,great the bumpers with the lights is very appealing,3,1
608,so does this cheap little phone,0,0
606,great the bumpers with the lights is very appealing,6,1
603,am giving it such a bad review,0,1
601,dont like a brilliant,7,0
605,cooked just right,0,1
608,so does this cheap little phone,10,0
603,am giving it such a bad review,7,1
608,so does this cheap little phone,6,0
608,so does this cheap little phone,4,0
608,so does this cheap little phone,7,0
608,so does this cheap little phone,9,0
608,so does this cheap little phone,1,0
608,so does this cheap little phone,8,0
608,so does this cheap little phone,5,0
609,bells whistles are mediocre,1,1
609,bells whistles are mediocre,4,1
609,bells whistles are mediocre,3,1
609,bells whistles are mediocre,2,1
605,cooked just right,8,1
611,at best,0,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,1,0
604,prays previous film hype,3,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,9,0
609,bells whistles are mediocre,8,1
609,bells whistles are mediocre,9,1
611,at best,3,0
609,bells whistles are mediocre,10,1
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,6,0
611,at best,2,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,10,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,7,0
604,prays previous film hype,2,0
611,at best,8,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,5,0
611,at best,7,0
609,bells whistles are mediocre,7,1
611,at best,9,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,8,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,2,0
611,at best,5,0
612,fun chef,0,0
612,fun chef,2,0
612,fun chef,1,0
612,fun chef,6,0
612,fun chef,5,0
611,at best,10,0
605,cooked just right,9,1
612,fun chef,3,0
612,fun chef,9,0
612,fun chef,7,0
602,grilled pizza reminded me of legit italian pizza,3,1
612,fun chef,8,0
613,i got was definitely reheated and was very bad customer service,0,1
613,i got was definitely reheated and was very bad customer service,3,1
613,i got was definitely reheated and was very bad customer service,2,1
613,i got was definitely reheated and was very bad customer service,1,1
612,fun chef,10,0
614,scenery,8,0
614,scenery,10,0
614,scenery,7,0
614,scenery,0,0
613,i got was definitely reheated and was very bad customer service,10,1
609,bells whistles are mediocre,5,1
614,scenery,9,0
609,bells whistles are mediocre,6,0
611,at best,1,0
615,the a glove and the mirage,1,0
614,scenery,6,0
615,the a glove and the mirage,0,0
613,i got was definitely reheated and was very bad customer service,7,1
614,scenery,2,0
614,scenery,3,0
614,scenery,4,0
614,scenery,5,0
615,the a glove and the mirage,8,0
613,i got was definitely reheated and was very bad customer service,9,1
608,so does this cheap little phone,3,0
611,at best,6,0
615,the a glove and the mirage,6,0
615,the a glove and the mirage,4,0
615,the a glove and the mirage,7,0
613,i got was definitely reheated and was very bad customer service,5,1
615,the a glove and the mirage,5,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,4,0
616,the theatre for gods sake,2,0
616,the theatre for gods sake,3,0
616,the theatre for gods sake,0,0
615,the a glove and the mirage,10,0
613,i got was definitely reheated and was very bad customer service,4,1
615,the a glove and the mirage,9,0
610,disrespected how this television series a unique menu was forced to this greedy corporation will get great customer service,0,0
611,at best,4,0
